Soil Type,Temperature,Rainfall,Suitable Crop Pairs
Arid,36.62,318.55,Cactus + Legumes
Arid,32.78,336.52,Cactus + Legumes
Arid,44.68,212.62,Quinoa + Amaranth
Arid,30.6,172.06,Cactus + Legumes
Arid,44.74,311.39,Date Palm + Olive
Arid,33.36,242.06,Cactus + Legumes
Arid,35.68,158.7,Date Palm + Olive
Arid,34.7,314.86,Quinoa + Amaranth
Arid,31.2,263.87,Date Palm + Olive
Arid,41.92,257.52,Date Palm + Olive
Arid,42.57,106.15,Cactus + Legumes
Arid,37.82,297.23,Millet + Sorghum
Arid,39.03,308.6,Quinoa + Amaranth
Arid,42.2,388.22,Date Palm + Olive
Arid,42.92,219.66,Date Palm + Olive
Arid,40.24,341.41,Quinoa + Amaranth
Arid,35.22,324.45,Millet + Sorghum
Arid,39.94,322.09,Quinoa + Amaranth
Arid,36.52,348.92,Cactus + Legumes
Arid,36.21,350.89,Cactus + Legumes
Arid,34.07,389.48,Cactus + Legumes
Arid,33.4,382.41,Date Palm + Olive
Arid,41.79,369.39,Cactus + Legumes
Arid,36.31,160.7,Quinoa + Amaranth
Arid,35.86,133.19,Cactus + Legumes
Arid,33.83,216.8,Date Palm + Olive
Arid,37.62,170.11,Millet + Sorghum
Arid,31.59,162.93,Millet + Sorghum
Arid,42,154.11,Date Palm + Olive
Arid,30.16,234.38,Quinoa + Amaranth
Arid,39,281.6,Quinoa + Amaranth
Arid,32.76,306.6,Quinoa + Amaranth
Arid,30.79,185.36,Quinoa + Amaranth
Arid,30.51,309.46,Date Palm + Olive
Arid,34.03,194.78,Cactus + Legumes
Arid,31.86,301.1,Date Palm + Olive
Arid,37.56,363.91,Quinoa + Amaranth
Arid,44.24,275.01,Date Palm + Olive
Arid,36.59,114.17,Cactus + Legumes
Arid,38.07,192.9,Quinoa + Amaranth
Arid,35.5,252.14,Millet + Sorghum
Arid,42.55,228.45,Cactus + Legumes
Arid,40,257.66,Millet + Sorghum
Arid,40.34,323.95,Cactus + Legumes
Arid,33.76,329.73,Quinoa + Amaranth
Arid,30.35,201.56,Cactus + Legumes
Arid,30.71,319.83,Millet + Sorghum
Arid,31.16,136.5,Millet + Sorghum
Arid,42.87,316.25,Millet + Sorghum
Arid,35.21,231.5,Date Palm + Olive
Arid,32.93,253.31,Date Palm + Olive
Arid,32.81,397.37,Date Palm + Olive
Arid,44.21,389.69,Cactus + Legumes
Arid,39.68,222.27,Quinoa + Amaranth
Arid,36.65,242.53,Quinoa + Amaranth
Arid,44.32,299.45,Quinoa + Amaranth
Arid,36.9,129.22,Millet + Sorghum
Arid,36.05,331.16,Date Palm + Olive
Arid,34.72,214.71,Cactus + Legumes
Arid,44.18,343.52,Cactus + Legumes
Arid,39.17,138.9,Date Palm + Olive
Arid,34.68,109.44,Cactus + Legumes
Arid,39.06,176.83,Cactus + Legumes
Arid,31,336.21,Quinoa + Amaranth
Arid,36.07,325.05,Quinoa + Amaranth
Arid,41.63,184.6,Date Palm + Olive
Arid,33.93,396.23,Quinoa + Amaranth
Arid,44.47,306.18,Cactus + Legumes
Arid,35.43,122.46,Cactus + Legumes
Arid,30,201.72,Cactus + Legumes
Arid,30.58,117.14,Date Palm + Olive
Arid,33.92,320.69,Millet + Sorghum
Arid,34.53,197.36,Cactus + Legumes
Arid,35.02,226.08,Quinoa + Amaranth
Arid,30.76,266.43,Cactus + Legumes
Arid,30.45,338.4,Quinoa + Amaranth
Arid,34.46,276.21,Date Palm + Olive
Arid,32.66,194.24,Date Palm + Olive
Arid,37.16,204.08,Date Palm + Olive
Arid,36.82,156.91,Date Palm + Olive
Arid,41.99,179.67,Quinoa + Amaranth
Arid,44.92,287.44,Millet + Sorghum
Arid,41.74,341.77,Date Palm + Olive
Arid,44.91,229.54,Date Palm + Olive
Arid,36.8,339.2,Cactus + Legumes
Arid,41.98,154.19,Quinoa + Amaranth
Arid,39.7,170.78,Cactus + Legumes
Arid,44.35,190.5,Date Palm + Olive
Arid,32.3,223.46,Millet + Sorghum
Arid,32.88,153.6,Millet + Sorghum
Arid,33.19,145.51,Date Palm + Olive
Arid,39.41,136.68,Cactus + Legumes
Arid,31.16,301.21,Date Palm + Olive
Arid,44.99,300.05,Cactus + Legumes
Arid,38.95,132.29,Millet + Sorghum
Arid,40.33,306.26,Cactus + Legumes
Arid,39.96,184.92,Quinoa + Amaranth
Arid,30.89,226.06,Cactus + Legumes
Arid,39.28,119.75,Quinoa + Amaranth
Arid,39.74,266.91,Quinoa + Amaranth
Arid,44.24,106.54,Date Palm + Olive
Arid,39.09,370.02,Date Palm + Olive
Arid,39.43,358.83,Millet + Sorghum
Arid,39.16,121.48,Cactus + Legumes
Arid,30.57,356.16,Cactus + Legumes
Arid,43.87,256.38,Quinoa + Amaranth
Arid,42.8,168.19,Cactus + Legumes
Arid,32.15,334.97,Millet + Sorghum
Arid,39.17,292.28,Quinoa + Amaranth
Arid,42.98,335.76,Date Palm + Olive
Arid,44.77,188.85,Date Palm + Olive
Arid,40.85,185.34,Cactus + Legumes
Arid,37.84,305.11,Millet + Sorghum
Arid,32.56,173.26,Cactus + Legumes
Arid,39.34,242.49,Millet + Sorghum
Arid,31.18,182.76,Cactus + Legumes
Arid,33.85,152.92,Millet + Sorghum
Arid,42.17,215.88,Date Palm + Olive
Arid,41.07,207.27,Date Palm + Olive
Arid,37.97,131.58,Date Palm + Olive
Arid,38.8,120.66,Cactus + Legumes
Arid,30.55,186.36,Cactus + Legumes
Arid,32.68,115.87,Millet + Sorghum
Arid,38.47,159.19,Date Palm + Olive
Arid,33.5,326.95,Millet + Sorghum
Arid,33.31,189.02,Date Palm + Olive
Arid,41.49,118.23,Date Palm + Olive
Arid,41.9,303.39,Date Palm + Olive
Arid,35.02,198.49,Quinoa + Amaranth
Arid,37.43,263.67,Date Palm + Olive
Arid,33.22,394.35,Cactus + Legumes
Arid,37.67,164.06,Date Palm + Olive
Arid,40.03,172.67,Millet + Sorghum
Arid,42.9,320.22,Cactus + Legumes
Arid,36.1,293.34,Millet + Sorghum
Arid,37.16,176.71,Quinoa + Amaranth
Arid,31.79,201.25,Millet + Sorghum
Arid,42.84,308.69,Millet + Sorghum
Arid,40.95,296.1,Cactus + Legumes
Arid,41.78,310.13,Cactus + Legumes
Arid,44.92,127.22,Date Palm + Olive
Arid,37.13,182.48,Quinoa + Amaranth
Arid,42.54,148.31,Millet + Sorghum
Arid,34.99,134.78,Date Palm + Olive
Arid,42.99,110.01,Date Palm + Olive
Arid,31.77,273.87,Date Palm + Olive
Arid,43.86,237.49,Cactus + Legumes
Arid,31.67,384.36,Cactus + Legumes
Arid,38.54,330,Date Palm + Olive
Arid,36.32,210.34,Millet + Sorghum
Arid,37.74,336.12,Millet + Sorghum
Arid,33.67,303.49,Cactus + Legumes
Arid,33.39,261.68,Cactus + Legumes
Arid,38.83,112.7,Quinoa + Amaranth
Arid,43.85,241,Cactus + Legumes
Arid,39.37,394.94,Cactus + Legumes
Arid,38.83,300.9,Millet + Sorghum
Arid,38.15,249.63,Cactus + Legumes
Arid,42.7,295.57,Cactus + Legumes
Arid,32.36,154.93,Quinoa + Amaranth
Arid,43.53,357.79,Cactus + Legumes
Arid,41.26,167.81,Quinoa + Amaranth
Arid,33.46,181.89,Quinoa + Amaranth
Arid,39.75,128.48,Quinoa + Amaranth
Arid,35.89,120.69,Quinoa + Amaranth
Arid,39.82,341.43,Cactus + Legumes
Arid,33.62,271.46,Quinoa + Amaranth
Arid,34.38,249.41,Millet + Sorghum
Arid,30.43,154.71,Millet + Sorghum
Arid,31.22,363.9,Quinoa + Amaranth
Arid,42.5,221.01,Date Palm + Olive
Arid,39.32,127.92,Cactus + Legumes
Arid,43.76,331.15,Quinoa + Amaranth
Arid,38.31,288.15,Millet + Sorghum
Arid,32.62,267.88,Date Palm + Olive
Arid,38.97,184.16,Date Palm + Olive
Arid,40.9,247.08,Quinoa + Amaranth
Arid,41,359.49,Millet + Sorghum
Arid,37.6,258.43,Quinoa + Amaranth
Arid,32.85,106.18,Cactus + Legumes
Arid,39.5,124.96,Millet + Sorghum
Arid,36.54,332.65,Quinoa + Amaranth
Arid,31.02,134.81,Millet + Sorghum
Arid,35.64,359.32,Quinoa + Amaranth
Arid,37.67,187.93,Date Palm + Olive
Arid,34,140.34,Quinoa + Amaranth
Arid,42.12,182.86,Cactus + Legumes
Arid,36.03,345.77,Date Palm + Olive
Arid,31.18,265.2,Quinoa + Amaranth
Arid,36.72,211.31,Quinoa + Amaranth
Arid,39.92,199.64,Date Palm + Olive
Arid,30.74,278.97,Date Palm + Olive
Arid,31.94,342.55,Quinoa + Amaranth
Arid,41.03,200.99,Cactus + Legumes
Arid,33.39,157.59,Date Palm + Olive
Arid,42.07,359.14,Millet + Sorghum
Arid,35.27,138.42,Quinoa + Amaranth
Arid,41.66,318.83,Cactus + Legumes
Arid,32.98,163.47,Quinoa + Amaranth
Arid,42.92,127.54,Cactus + Legumes
Arid,33.57,149.28,Cactus + Legumes
Arid,30.64,277.52,Date Palm + Olive
Arid,43.8,318.19,Cactus + Legumes
Arid,41.51,335.11,Millet + Sorghum
Arid,40.34,362.55,Millet + Sorghum
Arid,38.12,135.52,Millet + Sorghum
Arid,41.48,170.9,Date Palm + Olive
Arid,39.76,392.52,Quinoa + Amaranth
Arid,41.74,148.8,Date Palm + Olive
Arid,41.13,118.02,Quinoa + Amaranth
Arid,39.19,195.08,Millet + Sorghum
Arid,33.22,239.97,Millet + Sorghum
Arid,39.43,176.92,Cactus + Legumes
Arid,43.61,355.73,Date Palm + Olive
Arid,31.78,351.69,Quinoa + Amaranth
Arid,37.92,347.51,Millet + Sorghum
Arid,38.25,262.19,Date Palm + Olive
Arid,33.51,209.15,Date Palm + Olive
Arid,44.96,199.96,Millet + Sorghum
Arid,42.53,248.38,Millet + Sorghum
Sandy,33.21,377.37,Sunflower + Peanut
Sandy,27.73,423.83,Potato + Legumes
Sandy,33.3,574.88,Sunflower + Peanut
Sandy,34.3,402.18,Sunflower + Peanut
Sandy,31.34,382.06,Potato + Legumes
Sandy,32.1,445.09,Sunflower + Peanut
Sandy,26.46,540.05,Carrot + Radish
Sandy,28.61,305.34,Sunflower + Peanut
Sandy,27.52,531.26,Maize + Cowpea
Sandy,34.47,381.43,Potato + Legumes
Sandy,28.67,440.07,Potato + Legumes
Sandy,29.84,305.32,Maize + Cowpea
Sandy,25.72,329.73,Potato + Legumes
Sandy,33.63,469.41,Carrot + Radish
Sandy,27.17,310.98,Sunflower + Peanut
Sandy,28.33,334.29,Potato + Legumes
Sandy,28.03,481.05,Potato + Legumes
Sandy,33.91,507.38,Potato + Legumes
Sandy,26.17,468.21,Sunflower + Peanut
Sandy,33.1,584.65,Potato + Legumes
Sandy,29.6,431.72,Potato + Legumes
Sandy,28.24,311.46,Maize + Cowpea
Sandy,25.52,513.11,Potato + Legumes
Sandy,29.32,308.31,Maize + Cowpea
Sandy,27.06,594.22,Potato + Legumes
Sandy,27.19,481.15,Maize + Cowpea
Sandy,30.97,318.94,Maize + Cowpea
Sandy,28.6,547.87,Potato + Legumes
Sandy,29.25,394.71,Carrot + Radish
Sandy,32.23,393.88,Carrot + Radish
Sandy,26.89,379.7,Maize + Cowpea
Sandy,34.25,333.56,Sunflower + Peanut
Sandy,33.44,380.34,Sunflower + Peanut
Sandy,30.94,437.73,Sunflower + Peanut
Sandy,30.42,593.53,Sunflower + Peanut
Sandy,34.15,302.03,Potato + Legumes
Sandy,30.4,519.36,Sunflower + Peanut
Sandy,26.96,318.61,Carrot + Radish
Sandy,31.84,345.62,Sunflower + Peanut
Sandy,26.24,564.27,Sunflower + Peanut
Sandy,34.22,444.93,Maize + Cowpea
Sandy,34.86,440.97,Sunflower + Peanut
Sandy,27.19,599.4,Sunflower + Peanut
Sandy,27.13,306.68,Sunflower + Peanut
Sandy,28.69,422.94,Maize + Cowpea
Sandy,31.27,314.34,Carrot + Radish
Sandy,32.97,440.04,Maize + Cowpea
Sandy,30.35,564.13,Sunflower + Peanut
Sandy,30.45,395.75,Sunflower + Peanut
Sandy,32.56,488.22,Sunflower + Peanut
Sandy,31.29,556.85,Maize + Cowpea
Sandy,29.26,385.41,Potato + Legumes
Sandy,33,523.22,Sunflower + Peanut
Sandy,26.45,479.16,Maize + Cowpea
Sandy,29.22,516.57,Maize + Cowpea
Sandy,30.19,339.47,Sunflower + Peanut
Sandy,34.29,322.47,Sunflower + Peanut
Sandy,32.18,314.96,Carrot + Radish
Sandy,25.1,547.8,Potato + Legumes
Sandy,27.44,387.49,Potato + Legumes
Sandy,27.44,552.42,Carrot + Radish
Sandy,29.94,543.78,Carrot + Radish
Sandy,34.87,583.97,Potato + Legumes
Sandy,26.9,552.65,Carrot + Radish
Sandy,30.61,543.17,Sunflower + Peanut
Sandy,26.87,479.65,Maize + Cowpea
Sandy,31.35,396.96,Maize + Cowpea
Sandy,32.62,300.22,Potato + Legumes
Sandy,28.36,358.95,Sunflower + Peanut
Sandy,32.58,538.3,Potato + Legumes
Sandy,33.41,398.74,Carrot + Radish
Sandy,28.35,517.16,Maize + Cowpea
Sandy,26.7,451.89,Maize + Cowpea
Sandy,33.99,466.71,Sunflower + Peanut
Sandy,32.87,493.65,Potato + Legumes
Sandy,31.23,320.25,Sunflower + Peanut
Sandy,31.86,331.72,Maize + Cowpea
Sandy,28.44,378.11,Maize + Cowpea
Sandy,26.98,398.03,Potato + Legumes
Sandy,28.4,341.45,Carrot + Radish
Sandy,29.04,465.21,Sunflower + Peanut
Sandy,31.45,433.6,Carrot + Radish
Sandy,31.03,376.91,Carrot + Radish
Sandy,29.34,536.25,Potato + Legumes
Sandy,29.54,560.15,Sunflower + Peanut
Sandy,25.27,459.95,Sunflower + Peanut
Sandy,29.91,527.3,Carrot + Radish
Sandy,30.75,308.28,Potato + Legumes
Sandy,31.32,389.47,Maize + Cowpea
Sandy,33.82,500.98,Potato + Legumes
Sandy,27.78,319.04,Potato + Legumes
Sandy,34.95,413.53,Carrot + Radish
Sandy,32.67,586.63,Maize + Cowpea
Sandy,28.13,396.09,Sunflower + Peanut
Sandy,27.51,352.94,Potato + Legumes
Sandy,25.94,368.43,Maize + Cowpea
Sandy,27.42,578.41,Maize + Cowpea
Sandy,30.8,481.34,Carrot + Radish
Sandy,25.33,594.42,Carrot + Radish
Sandy,27.81,314.53,Carrot + Radish
Sandy,34.82,431.07,Maize + Cowpea
Sandy,29.06,541.51,Maize + Cowpea
Sandy,30.31,306.32,Sunflower + Peanut
Sandy,32.02,391.27,Maize + Cowpea
Sandy,28.83,480.05,Maize + Cowpea
Sandy,33.26,549.22,Potato + Legumes
Sandy,29.41,345.58,Sunflower + Peanut
Sandy,29.42,332.49,Carrot + Radish
Sandy,32.94,411.84,Maize + Cowpea
Sandy,28.38,335.99,Sunflower + Peanut
Sandy,28.2,405.24,Carrot + Radish
Sandy,33.28,397.44,Potato + Legumes
Sandy,25.51,417.16,Carrot + Radish
Sandy,26.62,582.99,Potato + Legumes
Sandy,33.31,406.03,Potato + Legumes
Sandy,32.81,411.63,Potato + Legumes
Sandy,28.73,415.17,Potato + Legumes
Sandy,30.13,562.65,Carrot + Radish
Sandy,31.25,465.13,Potato + Legumes
Sandy,33.84,455.86,Carrot + Radish
Sandy,28.17,538.38,Potato + Legumes
Sandy,27.29,593.15,Carrot + Radish
Sandy,26.87,443.8,Maize + Cowpea
Sandy,29.42,430.96,Carrot + Radish
Sandy,32.01,425.6,Maize + Cowpea
Sandy,28.36,415.09,Carrot + Radish
Sandy,33.61,368.01,Maize + Cowpea
Sandy,32.43,585.77,Potato + Legumes
Sandy,27.77,377.94,Maize + Cowpea
Sandy,29.11,570.02,Maize + Cowpea
Sandy,27.03,562.51,Carrot + Radish
Sandy,34.15,431.18,Maize + Cowpea
Sandy,26.2,570.15,Carrot + Radish
Sandy,29.39,515.43,Carrot + Radish
Sandy,34.48,343.87,Carrot + Radish
Sandy,30.06,561.52,Sunflower + Peanut
Sandy,33.02,551.93,Sunflower + Peanut
Sandy,34.71,492.86,Carrot + Radish
Sandy,33.78,362.79,Potato + Legumes
Sandy,30.71,555.61,Carrot + Radish
Sandy,25.87,345.54,Potato + Legumes
Sandy,32.18,567.62,Maize + Cowpea
Sandy,30.77,540.57,Sunflower + Peanut
Sandy,29.32,329.64,Sunflower + Peanut
Sandy,26.35,527.3,Potato + Legumes
Sandy,32.38,468.55,Potato + Legumes
Sandy,25.5,506.32,Potato + Legumes
Sandy,33.11,410.32,Potato + Legumes
Sandy,25.4,450.11,Sunflower + Peanut
Sandy,25.09,516.91,Carrot + Radish
Sandy,28.16,431.04,Potato + Legumes
Sandy,27.62,471.25,Sunflower + Peanut
Sandy,32.56,304.24,Potato + Legumes
Sandy,30.53,548.37,Maize + Cowpea
Sandy,33.32,508.92,Carrot + Radish
Sandy,28.02,367.51,Potato + Legumes
Sandy,29.03,536.35,Sunflower + Peanut
Sandy,25.98,406,Potato + Legumes
Sandy,31.64,361.59,Sunflower + Peanut
Sandy,32.66,481.21,Carrot + Radish
Sandy,30.53,361.35,Carrot + Radish
Sandy,32.65,598.43,Carrot + Radish
Sandy,29.29,560.34,Maize + Cowpea
Sandy,30.56,382.55,Potato + Legumes
Sandy,26.29,329.7,Sunflower + Peanut
Sandy,34.08,384.51,Maize + Cowpea
Sandy,34.73,417.27,Sunflower + Peanut
Sandy,27.52,335.4,Sunflower + Peanut
Sandy,30.75,329.35,Potato + Legumes
Sandy,32.56,519.39,Maize + Cowpea
Sandy,31.03,596.69,Sunflower + Peanut
Sandy,33.47,493.18,Maize + Cowpea
Sandy,28.09,512.44,Potato + Legumes
Sandy,26.44,501.16,Carrot + Radish
Sandy,25.14,551.19,Maize + Cowpea
Sandy,26.07,424.7,Carrot + Radish
Sandy,31.32,428.51,Carrot + Radish
Sandy,29.5,556.5,Maize + Cowpea
Sandy,34.2,589.58,Potato + Legumes
Sandy,30.97,475.2,Maize + Cowpea
Sandy,32.6,486.82,Maize + Cowpea
Sandy,25.69,394.62,Maize + Cowpea
Sandy,25.17,465.86,Potato + Legumes
Sandy,28,452.9,Potato + Legumes
Sandy,31.37,573.95,Maize + Cowpea
Sandy,33.13,431.56,Maize + Cowpea
Sandy,31.74,387.76,Carrot + Radish
Sandy,34.78,563.92,Carrot + Radish
Sandy,30.47,464.67,Potato + Legumes
Sandy,34.47,368.89,Sunflower + Peanut
Sandy,34.6,595.78,Potato + Legumes
Sandy,25.97,466.9,Carrot + Radish
Sandy,27.36,334.12,Potato + Legumes
Sandy,32.13,570.97,Sunflower + Peanut
Sandy,33.12,469.18,Potato + Legumes
Sandy,27.59,352.51,Potato + Legumes
Sandy,33.98,433.7,Potato + Legumes
Sandy,32.97,379.5,Maize + Cowpea
Sandy,27.82,437.48,Sunflower + Peanut
Sandy,25.09,347.29,Maize + Cowpea
Sandy,33.27,435.86,Potato + Legumes
Sandy,30.29,328.12,Carrot + Radish
Sandy,25.69,533.5,Potato + Legumes
Sandy,31.64,514.85,Sunflower + Peanut
Sandy,26.02,344.64,Sunflower + Peanut
Sandy,30.01,348.53,Carrot + Radish
Sandy,28.24,521.59,Potato + Legumes
Sandy,34.76,568.76,Carrot + Radish
Sandy,31.45,396.04,Potato + Legumes
Sandy,29.94,510.05,Maize + Cowpea
Sandy,30.49,348.53,Potato + Legumes
Sandy,30.1,366.77,Potato + Legumes
Sandy,29.5,382.11,Maize + Cowpea
Sandy,27.64,333.19,Maize + Cowpea
Sandy,34.65,593.67,Sunflower + Peanut
Sandy,26.74,492.92,Potato + Legumes
Sandy,28.35,416.64,Maize + Cowpea
Sandy,27.18,376.95,Carrot + Radish
Sandy,29.51,519.87,Maize + Cowpea
Sandy,33.94,574.86,Sunflower + Peanut
Sandy,27.5,447.52,Carrot + Radish
Sandy,27.11,306.63,Maize + Cowpea
Sandy,34.35,420.7,Sunflower + Peanut
Sandy,26.34,377.51,Potato + Legumes
Sandy,29.67,573.88,Sunflower + Peanut
Sandy,30.33,479.31,Potato + Legumes
Sandy,32.68,547.02,Carrot + Radish
Sandy,26.08,496.18,Maize + Cowpea
Sandy,28.26,310.44,Carrot + Radish
Sandy,31.7,506.27,Potato + Legumes
Sandy,29.03,552.79,Maize + Cowpea
Sandy,31.37,335.85,Potato + Legumes
Sandy,28.79,379.81,Sunflower + Peanut
Sandy,25.75,507.66,Potato + Legumes
Sandy,29.57,463.96,Carrot + Radish
Sandy,31.75,426.85,Maize + Cowpea
Sandy,32.64,456.21,Maize + Cowpea
Sandy,33.22,351.93,Carrot + Radish
Sandy,32.05,593.51,Sunflower + Peanut
Sandy,25.26,362.99,Maize + Cowpea
Sandy,33.09,508.84,Carrot + Radish
Sandy,29.73,473.62,Carrot + Radish
Sandy,26.39,361.05,Potato + Legumes
Sandy,27.95,506.01,Potato + Legumes
Sandy,31.33,385.07,Maize + Cowpea
Sandy,25.24,365.57,Maize + Cowpea
Sandy,31.93,424.92,Maize + Cowpea
Sandy,28.92,447.88,Potato + Legumes
Sandy,25.82,560.56,Sunflower + Peanut
Sandy,33.46,526.3,Potato + Legumes
Sandy,27.48,360.62,Sunflower + Peanut
Sandy,34.34,441.93,Sunflower + Peanut
Sandy,29.51,390.65,Maize + Cowpea
Sandy,30.21,561.31,Potato + Legumes
Sandy,28.41,342.02,Potato + Legumes
Sandy,26.32,333.15,Sunflower + Peanut
Sandy,30.37,496.41,Maize + Cowpea
Sandy,32.48,332.82,Maize + Cowpea
Sandy,25.27,301.27,Carrot + Radish
Sandy,33.38,486.7,Carrot + Radish
Sandy,28.89,347.24,Potato + Legumes
Sandy,29.85,391.95,Carrot + Radish
Sandy,33.46,375.67,Carrot + Radish
Sandy,30.8,433.81,Potato + Legumes
Sandy,33.38,431,Maize + Cowpea
Sandy,32.3,597.18,Potato + Legumes
Sandy,34.81,553.48,Sunflower + Peanut
Sandy,27.57,487.96,Sunflower + Peanut
Sandy,26.62,489.73,Maize + Cowpea
Sandy,27.08,451.9,Potato + Legumes
Sandy,28.74,590.59,Potato + Legumes
Sandy,32.64,495.54,Sunflower + Peanut
Sandy,32.27,437.23,Potato + Legumes
Sandy,30.48,441.78,Potato + Legumes
Sandy,26.87,417.33,Maize + Cowpea
Sandy,27.31,512.79,Carrot + Radish
Sandy,27.32,573.74,Potato + Legumes
Sandy,31.99,395.62,Carrot + Radish
Sandy,31.47,488.48,Sunflower + Peanut
Sandy,26.83,502.37,Potato + Legumes
Sandy,31.78,570.42,Carrot + Radish
Sandy,27.74,499.82,Maize + Cowpea
Sandy,30.59,530.72,Potato + Legumes
Sandy,30.85,427.47,Carrot + Radish
Sandy,31.37,491.84,Carrot + Radish
Sandy,27.76,530.67,Maize + Cowpea
Sandy,26.53,556.01,Sunflower + Peanut
Sandy,34.52,316.96,Potato + Legumes
Sandy,34.75,435,Carrot + Radish
Sandy,33.43,445.04,Sunflower + Peanut
Sandy,27.35,300.06,Maize + Cowpea
Sandy,30.63,524.25,Potato + Legumes
Sandy,34.66,305.82,Sunflower + Peanut
Sandy,25.24,470.07,Carrot + Radish
Sandy,29.84,530.03,Maize + Cowpea
Sandy,33.41,316.38,Maize + Cowpea
Sandy,26.17,303.68,Potato + Legumes
Sandy,27.78,313.89,Carrot + Radish
Sandy,34.86,369.49,Maize + Cowpea
Sandy,27.54,599.24,Sunflower + Peanut
Sandy,33.52,387.81,Sunflower + Peanut
Sandy,29.71,503.89,Potato + Legumes
Sandy,25.05,585.11,Sunflower + Peanut
Sandy,26.65,418.88,Maize + Cowpea
Sandy,33.13,309.19,Sunflower + Peanut
Sandy,31.33,414.92,Sunflower + Peanut
Sandy,32.35,576.53,Maize + Cowpea
Sandy,30.88,511.55,Carrot + Radish
Sandy,26.96,483.66,Carrot + Radish
Sandy,28.17,463.19,Maize + Cowpea
Sandy,30.28,529.76,Potato + Legumes
Sandy,27.08,545.4,Maize + Cowpea
Sandy,25.93,460.28,Sunflower + Peanut
Sandy,33.14,347.78,Potato + Legumes
Sandy,28.41,338.94,Carrot + Radish
Sandy,26.24,409.68,Potato + Legumes
Sandy,32.64,320.06,Potato + Legumes
Sandy,30.47,375.21,Maize + Cowpea
Sandy,32.02,486.07,Sunflower + Peanut
Sandy,27,378.73,Sunflower + Peanut
Sandy,28.36,418.72,Sunflower + Peanut
Sandy,31.63,380.46,Carrot + Radish
Sandy,25.63,324.77,Maize + Cowpea
Sandy,25.33,331.34,Sunflower + Peanut
Sandy,27.2,513.24,Potato + Legumes
Sandy,27.19,360.72,Carrot + Radish
Sandy,25.59,515.63,Carrot + Radish
Sandy,30.73,536.59,Maize + Cowpea
Sandy,27.8,462.27,Sunflower + Peanut
Sandy,25.09,457.61,Maize + Cowpea
Sandy,28.47,528.01,Maize + Cowpea
Sandy,34.26,501.2,Maize + Cowpea
Sandy,32.67,308.14,Sunflower + Peanut
Sandy,34.03,437,Sunflower + Peanut
Sandy,34.55,517.97,Carrot + Radish
Sandy,31.89,489.09,Potato + Legumes
Sandy,34.28,521.12,Maize + Cowpea
Sandy,32.88,435.8,Sunflower + Peanut
Sandy,31.98,414.91,Carrot + Radish
Sandy,29.95,486.81,Potato + Legumes
Sandy,26.47,510.92,Carrot + Radish
Sandy,25.8,362.26,Potato + Legumes
Sandy,27.38,397.64,Carrot + Radish
Sandy,32.93,378.02,Potato + Legumes
Sandy,25.67,427.74,Sunflower + Peanut
Sandy,30.05,375.12,Carrot + Radish
Sandy,27.32,514.44,Sunflower + Peanut
Sandy,34.9,464.29,Sunflower + Peanut
Sandy,33.33,336.62,Sunflower + Peanut
Sandy,28.5,415.2,Maize + Cowpea
Sandy,33.78,545.78,Sunflower + Peanut
Sandy,32.93,512.56,Carrot + Radish
Sandy,28.1,529.21,Sunflower + Peanut
Sandy,32.46,550.65,Potato + Legumes
Sandy,32.15,482.05,Potato + Legumes
Sandy,25.43,307.1,Carrot + Radish
Sandy,30.65,569.43,Potato + Legumes
Sandy,27.27,558.8,Carrot + Radish
Sandy,26.45,361.48,Potato + Legumes
Sandy,28.78,492.18,Carrot + Radish
Sandy,28.96,361.36,Potato + Legumes
Sandy,26.81,394.65,Maize + Cowpea
Sandy,25.89,492.39,Potato + Legumes
Sandy,27.78,353.79,Sunflower + Peanut
Sandy,26.55,317.37,Maize + Cowpea
Sandy,34.1,402.4,Maize + Cowpea
Sandy,34.85,411.72,Carrot + Radish
Sandy,30.09,573.89,Potato + Legumes
Sandy,25.8,378.34,Carrot + Radish
Sandy,25.71,341.06,Carrot + Radish
Sandy,25.84,415.16,Carrot + Radish
Sandy,26.82,453.26,Carrot + Radish
Sandy,30.63,448.38,Sunflower + Peanut
Sandy,27.65,310.84,Carrot + Radish
Sandy,29.64,598.9,Carrot + Radish
Sandy,32.29,515.31,Sunflower + Peanut
Sandy,34.56,547.23,Potato + Legumes
Sandy,26.19,381.43,Sunflower + Peanut
Sandy,25.02,554.44,Maize + Cowpea
Sandy,25.06,305.73,Carrot + Radish
Sandy,29.8,591.4,Potato + Legumes
Sandy,31.51,414.43,Sunflower + Peanut
Sandy,31.6,520.35,Sunflower + Peanut
Sandy,34.28,514.78,Maize + Cowpea
Sandy,27.13,362.74,Potato + Legumes
Sandy,29.65,486.15,Potato + Legumes
Sandy,30.84,315.82,Maize + Cowpea
Sandy,25.22,519.06,Potato + Legumes
Sandy,27.95,404.02,Potato + Legumes
Sandy,29.53,366.54,Sunflower + Peanut
Sandy,32.29,345.66,Potato + Legumes
Sandy,26.24,393.98,Maize + Cowpea
Sandy,26.29,315.11,Sunflower + Peanut
Sandy,29.21,316.55,Potato + Legumes
Sandy,25.89,426.82,Carrot + Radish
Sandy,25.24,350.01,Maize + Cowpea
Sandy,34.93,404.81,Carrot + Radish
Sandy,27.62,582.05,Carrot + Radish
